barcode,product_name,category,ingredients,energy_kcal,sugar_g,sodium_mg,saturated_fat_g,trans_fat_g,protein_g,fiber_g,additives_count,artificial_colors_count,artificial_sweeteners_count,preservatives_count,is_suspected_adulterant,quality_score,risk_level
890182775884,Pure Extra Virgin Olive Oil #920,Spices & Condiments,100% extra virgin cold pressed olive oil,942.1,0.0,2.0,12.4,0.0,0.0,0.0,0,0,0,0,0,93,Low Risk
890922156369,Dark Chocolate 85% #921,Bakery & Confectionery,"cocoa mass, cocoa butter, cane sugar, vanilla beans",627.3,14.8,14.1,32.6,0.0,8.1,10.7,0,0,0,0,0,88,Low Risk
890593330721,100% Whole Wheat Sourdough #922,Bakery & Confectionery,"whole wheat flour, water, sourdough culture, sea salt",240.3,1.7,471.3,0.4,0.0,10.1,6.0,0,0,0,0,0,99,Low Risk
890822158577,Cream-Filled Sandwich Cookies #923,Bakery & Confectionery,"refined wheat flour, sugar, hydrogenated palm oil, cocoa, high fructose corn syrup, soy lecithin, vanillin, artificial chocolate flavor, tbhq",497.4,32.6,311.3,9.3,1.86,4.4,1.8,5,0,0,2,1,5,High Risk
890255140064,Synthetic Milk Sample #924,Dairy,"urea, detergent, refined vegetable oil, caustic soda, water",186.0,0.4,794.6,13.8,4.32,1.2,0.0,5,0,0,3,1,5,High Risk
890601760144,Adulterated Low-Cost Paneer #925,Dairy,"milk solids, vegetable oil, starch, sulfuric acid trace, detergent trace",254.8,3.6,516.1,21.0,2.78,8.2,0.0,4,0,0,2,1,5,High Risk
890441661321,Adulterated Chilli Powder with Sudan Dye #926,Spices & Condiments,"red chilli powder, brick powder trace, sudan i dye, salt, mineral oil",271.2,4.4,610.6,4.4,0.0,6.5,14.9,4,1,0,0,1,50,High Risk
890170634100,Flavored Fruit Yogurt #927,Dairy,"milk, sugar, strawberries, modified corn starch, carmine color, potassium sorbate",118.4,17.8,57.0,1.4,0.0,3.8,0.5,3,1,0,1,0,77,Moderate Risk
890298544051,100% Whole Wheat Sourdough #928,Bakery & Confectionery,"whole wheat flour, water, sourdough culture, sea salt",226.9,1.5,382.8,0.5,0.0,10.6,6.0,0,0,0,0,0,99,Low Risk
890430931131,Organic Trail Mix #929,Snacks,"almonds, walnuts, raisins, sunflower seeds, pumpkin seeds",437.8,16.8,15.3,4.2,0.0,13.8,7.6,0,0,0,0,0,99,Low Risk
890307903946,Flavored Fruit Yogurt #930,Dairy,"milk, sugar, strawberries, modified corn starch, carmine color, potassium sorbate",105.0,17.8,59.8,1.6,0.0,3.9,0.5,3,1,0,1,0,77,Moderate Risk
890266596665,Industrial White Sandwich Bread #931,Bakery & Confectionery,"refined wheat flour, sugar, yeast, palm oil, calcium propionate, emulsifier 481, flour treatment agent 300",284.9,4.3,587.9,1.4,0.02,8.0,2.1,4,0,0,2,0,82,Moderate Risk
890637198077,Pure Ground Turmeric Powder #932,Spices & Condiments,100% turmeric rhizome powder,283.0,3.3,41.7,2.8,0.0,10.7,20.3,0,0,0,0,0,99,Low Risk
890170197212,Pure Extra Virgin Olive Oil #933,Spices & Condiments,100% extra virgin cold pressed olive oil,949.2,0.0,2.1,15.6,0.0,0.0,0.0,0,0,0,0,0,89,Low Risk
890440629939,Synthetic Milk Sample #934,Dairy,"urea, detergent, refined vegetable oil, caustic soda, water",169.7,0.6,877.5,15.2,4.27,1.3,0.0,5,0,0,3,1,5,High Risk
890965035135,Adulterated Butter with Animal Fat & Starch #935,Dairy,"milk fat, animal tallow, starch, yellow dye 5, preservative",731.0,0.5,543.9,51.9,3.97,0.5,0.0,4,1,0,2,1,5,High Risk
890154547816,Synthetic Colored Hard Candies #936,Bakery & Confectionery,"sugar, liquid glucose, allura red, brilliant blue fcf, tartrazine, artificial fruit flavor, citric acid",401.8,72.3,89.3,0.0,0.0,0.0,0.0,5,3,0,1,1,5,High Risk
890330097543,Pure Red Chilli Powder #937,Spices & Condiments,100% dried red chillies,277.7,8.5,35.6,3.8,0.0,11.0,28.8,0,0,0,0,0,99,Low Risk
890484588251,Fresh Butter #938,Dairy,"pasteurized cream, salt",648.7,0.1,633.0,50.3,0.0,0.8,0.0,0,0,0,0,0,77,Moderate Risk
890516421535,Low-Cost Synthetic Fruit Drink #939,Beverages,"water, invert sugar syrup, metanil yellow, citric acid, clouding agent, artificial mango flavor, potassium metabisulphite",59.1,13.2,40.9,0.0,0.0,0.0,0.0,6,2,0,2,1,20,High Risk
890591861383,Synthetic Milk Sample #940,Dairy,"urea, detergent, refined vegetable oil, caustic soda, water",187.9,0.5,839.9,16.5,4.29,1.2,0.0,5,0,0,3,1,5,High Risk
890184169639,Organic Trail Mix #941,Snacks,"almonds, walnuts, raisins, sunflower seeds, pumpkin seeds",538.0,16.9,14.9,3.7,0.0,15.3,7.6,0,0,0,0,0,99,Low Risk
890271981116,Pure Red Chilli Powder #942,Spices & Condiments,100% dried red chillies,286.6,6.4,31.3,3.7,0.0,11.5,24.5,0,0,0,0,0,99,Low Risk
890963538279,Cream-Filled Sandwich Cookies #943,Bakery & Confectionery,"refined wheat flour, sugar, hydrogenated palm oil, cocoa, high fructose corn syrup, soy lecithin, vanillin, artificial chocolate flavor, tbhq",494.6,37.1,344.2,10.3,1.94,4.8,2.0,5,0,0,2,1,5,High Risk
890474339767,Standard Processed Cheese #944,Dairy,"milk, salt, cheese cultures, enzymes, sodium phosphate, annatto",333.8,1.0,1077.3,23.4,0.61,17.7,0.0,3,1,0,1,0,45,Moderate Risk
890834789709,Organic Trail Mix #945,Snacks,"almonds, walnuts, raisins, sunflower seeds, pumpkin seeds",469.4,20.1,16.6,4.2,0.0,15.8,7.5,0,0,0,0,0,99,Moderate Risk
890630869875,Oat & Honey Granola Bar #946,Bakery & Confectionery,"rolled oats, honey, almonds, crisped rice, sunflower oil, salt",364.9,16.1,213.3,2.3,0.0,8.8,5.7,0,0,0,0,0,99,Low Risk
890711458188,Flavored Fruit Yogurt #947,Dairy,"milk, sugar, strawberries, modified corn starch, carmine color, potassium sorbate",115.5,15.8,73.9,1.5,0.0,3.6,0.5,3,1,0,1,0,79,Moderate Risk
890527269438,Pure Ground Turmeric Powder #948,Spices & Condiments,100% turmeric rhizome powder,286.0,3.3,43.6,2.4,0.0,9.0,21.5,0,0,0,0,0,99,Low Risk
890774140520,Cream-Filled Sandwich Cookies #949,Bakery & Confectionery,"refined wheat flour, sugar, hydrogenated palm oil, cocoa, high fructose corn syrup, soy lecithin, vanillin, artificial chocolate flavor, tbhq",416.1,42.4,315.7,10.2,1.93,4.9,1.8,5,0,0,2,1,5,High Risk
890960002127,Roasted Chickpeas #950,Snacks,"chickpeas, olive oil, sea salt",361.5,2.3,260.4,1.1,0.0,20.7,18.6,0,0,0,0,0,99,Low Risk
890898746363,Baked Whole Grain Crackers #951,Snacks,"whole wheat flour, canola oil, sea salt, malt extract",416.1,2.3,451.2,2.0,0.0,8.6,6.8,0,0,0,0,0,99,Low Risk
890735297145,Instant Fried Noodles #952,Snacks,"wheat flour, palm oil, salt, guar gum, flavor enhancer 621, caramel iv, sodium polyphosphate",511.7,3.2,1703.1,11.0,0.61,9.8,2.4,5,1,0,2,0,37,High Risk
890499489577,Low-Cost Synthetic Fruit Drink #953,Beverages,"water, invert sugar syrup, metanil yellow, citric acid, clouding agent, artificial mango flavor, potassium metabisulphite",58.7,14.8,50.4,0.0,0.0,0.0,0.0,6,2,0,2,1,19,High Risk
890419004128,Greek Plain Yogurt #954,Dairy,"cultured pasteurized nonfat milk, live active cultures",62.7,3.5,39.4,0.4,0.0,9.4,0.0,0,0,0,0,0,99,Low Risk
890482477766,Extruded Spicy Puffs #955,Snacks,"corn meal, palm olein, maltodextrin, sunset yellow fcf, tartrazine, tbhq, msg, artificial flavors",537.1,4.3,1358.6,15.8,1.44,4.5,1.4,7,2,0,2,1,5,High Risk
890628358351,Dark Chocolate 85% #956,Bakery & Confectionery,"cocoa mass, cocoa butter, cane sugar, vanilla beans",603.3,14.9,16.8,27.6,0.0,9.1,11.5,0,0,0,0,0,89,Low Risk
890673936258,Cream-Filled Sandwich Cookies #957,Bakery & Confectionery,"refined wheat flour, sugar, hydrogenated palm oil, cocoa, high fructose corn syrup, soy lecithin, vanillin, artificial chocolate flavor, tbhq",426.9,37.1,350.7,10.1,1.92,4.5,2.1,5,0,0,2,1,5,High Risk
890848089893,Fried Street-Style Savory Mix #958,Snacks,"refined flour, re-used palm oil, metanil yellow, excess salt, msg",594.5,1.3,1602.3,26.2,3.62,5.7,0.9,6,2,0,2,1,5,High Risk
890866832583,Adulterated Mustard Oil with Argemone #959,Spices & Condiments,"mustard oil, argemone oil, mineral oil, butter yellow dye",828.5,0.0,4.7,12.7,1.47,0.0,0.0,3,1,0,0,1,15,High Risk
890489974000,Processed Nacho Chips #960,Snacks,"corn, vegetable fat, whey powder, disodium guanylate, artificial cheese flavor, yellow 6 lake",528.1,1.9,848.0,10.9,0.84,6.7,4.2,5,1,0,1,0,51,Moderate Risk
890391997914,Commercial Potato Crisps #961,Snacks,"potatoes, palm oil, salt, monosodium glutamate, flavor enhancer 635, dextrose",551.5,0.9,641.7,13.1,0.48,6.9,3.3,4,0,0,1,0,77,Moderate Risk
890686149326,Instant Fried Noodles #962,Snacks,"wheat flour, palm oil, salt, guar gum, flavor enhancer 621, caramel iv, sodium polyphosphate",465.0,2.9,1827.9,9.6,0.44,9.7,2.5,5,1,0,2,0,52,Moderate Risk
890944074407,Adulterated Butter with Animal Fat & Starch #963,Dairy,"milk fat, animal tallow, starch, yellow dye 5, preservative",746.0,0.6,688.3,54.4,4.0,0.5,0.0,4,1,0,2,1,5,High Risk
890241188798,Greek Plain Yogurt #964,Dairy,"cultured pasteurized nonfat milk, live active cultures",53.5,3.7,41.7,0.4,0.0,9.4,0.0,0,0,0,0,0,99,Low Risk
890611482720,Adulterated Turmeric with Metanil Yellow #965,Spices & Condiments,"turmeric powder, lead chromate trace, chalk powder, metanil yellow color",261.2,2.2,209.5,1.4,0.0,5.3,13.2,3,1,0,0,1,57,High Risk
890910525541,Pure Ground Turmeric Powder #966,Spices & Condiments,100% turmeric rhizome powder,355.3,2.9,39.2,3.2,0.0,8.8,22.2,0,0,0,0,0,99,Low Risk
890370549011,Instant Fried Noodles #967,Snacks,"wheat flour, palm oil, salt, guar gum, flavor enhancer 621, caramel iv, sodium polyphosphate",421.5,2.5,1810.2,9.6,0.41,10.1,2.3,5,1,0,2,0,52,Moderate Risk
890228222465,Pure Extra Virgin Olive Oil #968,Spices & Condiments,100% extra virgin cold pressed olive oil,849.0,0.0,2.0,13.1,0.0,0.0,0.0,0,0,0,0,0,92,Low Risk
890652875399,Carbonated Cola Drink #969,Beverages,"carbonated water, high fructose corn syrup, caramel color iv, phosphoric acid, caffeine, artificial flavors",38.7,11.6,12.0,0.0,0.0,0.0,0.0,4,1,0,1,0,77,Moderate Risk
890198300246,Pure Ground Turmeric Powder #970,Spices & Condiments,100% turmeric rhizome powder,329.6,3.3,42.4,2.6,0.0,8.8,21.3,0,0,0,0,0,99,Low Risk
890733953210,Pure Extra Virgin Olive Oil #971,Spices & Condiments,100% extra virgin cold pressed olive oil,916.1,0.0,2.4,14.0,0.0,0.0,0.0,0,0,0,0,0,91,Low Risk
890969348268,Adulterated Low-Cost Paneer #972,Dairy,"milk solids, vegetable oil, starch, sulfuric acid trace, detergent trace",275.4,3.7,408.9,21.3,2.49,9.1,0.0,4,0,0,2,1,5,High Risk
890688612005,Oat & Honey Granola Bar #973,Bakery & Confectionery,"rolled oats, honey, almonds, crisped rice, sunflower oil, salt",417.7,16.4,202.3,2.5,0.0,8.1,6.0,0,0,0,0,0,99,Low Risk
890563600327,Skimmed Milk #974,Dairy,"skimmed milk, vitamin a, vitamin d3",35.8,5.6,57.5,0.2,0.0,3.7,0.0,0,0,0,0,0,99,Low Risk
890670516584,Commercial Tomato Ketchup #975,Spices & Condiments,"tomato paste, sugar, distilled vinegar, salt, onion powder, sodium benzoate, potassium sorbate, pectin",131.7,28.7,1083.4,0.1,0.0,1.3,1.6,3,0,0,2,0,55,Moderate Risk
890699775947,Commercial Tomato Ketchup #976,Spices & Condiments,"tomato paste, sugar, distilled vinegar, salt, onion powder, sodium benzoate, potassium sorbate, pectin",124.9,20.9,998.1,0.1,0.0,1.4,1.6,3,0,0,2,0,63,Moderate Risk
890324474646,Fresh Butter #977,Dairy,"pasteurized cream, salt",729.1,0.1,538.0,50.6,0.0,0.9,0.0,0,0,0,0,0,78,Low Risk
890866341001,Baked Whole Grain Crackers #978,Snacks,"whole wheat flour, canola oil, sea salt, malt extract",399.3,2.8,377.0,1.7,0.0,9.4,7.7,0,0,0,0,0,99,Low Risk
890187957211,Greek Plain Yogurt #979,Dairy,"cultured pasteurized nonfat milk, live active cultures",63.4,3.9,37.7,0.3,0.0,10.2,0.0,0,0,0,0,0,99,Low Risk
890264738458,Energy Drink with High Caffeine #980,Beverages,"carbonated water, sucrose, glucose, taurine, caffeine, inositol, niacinamide, pyridoxine, color e133, sodium benzoate",43.3,13.2,72.7,0.0,0.0,0.4,0.0,6,1,0,2,0,66,Moderate Risk
890856878686,Flavored Fruit Yogurt #981,Dairy,"milk, sugar, strawberries, modified corn starch, carmine color, potassium sorbate",106.3,18.0,56.3,1.5,0.0,3.7,0.5,3,1,0,1,0,77,Moderate Risk
890575878392,Instant Fried Noodles #982,Snacks,"wheat flour, palm oil, salt, guar gum, flavor enhancer 621, caramel iv, sodium polyphosphate",505.0,2.7,2055.2,11.7,0.47,8.7,2.6,5,1,0,2,0,45,Moderate Risk
890851655255,Pure Extra Virgin Olive Oil #983,Spices & Condiments,100% extra virgin cold pressed olive oil,940.8,0.0,1.7,13.4,0.0,0.0,0.0,0,0,0,0,0,92,Low Risk
890367248854,Adulterated Chilli Powder with Sudan Dye #984,Spices & Condiments,"red chilli powder, brick powder trace, sudan i dye, salt, mineral oil",270.9,4.4,699.5,4.4,0.0,6.0,14.0,4,1,0,0,1,49,High Risk
890523359186,Low-Cost Synthetic Fruit Drink #985,Beverages,"water, invert sugar syrup, metanil yellow, citric acid, clouding agent, artificial mango flavor, potassium metabisulphite",57.7,17.1,46.0,0.0,0.0,0.0,0.0,6,2,0,2,1,17,High Risk
890377545044,Adulterated Mustard Oil with Argemone #986,Spices & Condiments,"mustard oil, argemone oil, mineral oil, butter yellow dye",802.4,0.0,5.5,12.3,1.65,0.0,0.0,3,1,0,0,1,12,High Risk
890204802170,Cream-Filled Sandwich Cookies #987,Bakery & Confectionery,"refined wheat flour, sugar, hydrogenated palm oil, cocoa, high fructose corn syrup, soy lecithin, vanillin, artificial chocolate flavor, tbhq",549.7,40.3,385.4,9.3,1.74,4.5,2.1,5,0,0,2,1,5,High Risk
890169661945,Pure Red Chilli Powder #988,Spices & Condiments,100% dried red chillies,349.1,8.4,29.5,3.6,0.0,12.4,27.0,0,0,0,0,0,99,Low Risk
890198148269,Carbonated Cola Drink #989,Beverages,"carbonated water, high fructose corn syrup, caramel color iv, phosphoric acid, caffeine, artificial flavors",40.8,11.1,11.2,0.0,0.0,0.0,0.0,4,1,0,1,0,77,Moderate Risk
890790765621,Diet Soda with Multiple Sweeteners #990,Beverages,"carbonated water, aspartame, acesulfame potassium, caramel iv, sodium benzoate, phosphoric acid",1.0,0.0,41.6,0.0,0.0,0.0,0.0,5,1,2,1,0,66,Moderate Risk
890363647110,Whole Cow Milk #991,Dairy,"milk, vitamin d3",65.6,4.8,39.6,2.9,0.0,3.0,0.0,0,0,0,0,0,99,Low Risk
890138644748,Processed Nacho Chips #992,Snacks,"corn, vegetable fat, whey powder, disodium guanylate, artificial cheese flavor, yellow 6 lake",491.9,2.2,1014.2,11.1,0.87,6.6,3.7,5,1,0,1,0,47,Moderate Risk
890634953470,Fresh Butter #993,Dairy,"pasteurized cream, salt",797.4,0.1,594.7,50.7,0.0,1.0,0.0,0,0,0,0,0,77,Low Risk
890938582489,Commercial Tomato Ketchup #994,Spices & Condiments,"tomato paste, sugar, distilled vinegar, salt, onion powder, sodium benzoate, potassium sorbate, pectin",130.4,27.9,1126.7,0.1,0.0,1.5,1.6,3,0,0,2,0,55,Moderate Risk
890477830969,Pure Ground Turmeric Powder #995,Spices & Condiments,100% turmeric rhizome powder,303.0,2.7,38.1,2.5,0.0,9.1,21.7,0,0,0,0,0,99,Low Risk
890811278984,Pure Extra Virgin Olive Oil #996,Spices & Condiments,100% extra virgin cold pressed olive oil,961.5,0.0,2.4,12.5,0.0,0.0,0.0,0,0,0,0,0,92,Low Risk
890802857375,Pure Green Tea Bag #997,Beverages,100% organic green tea leaves,1.0,0.0,1.1,0.0,0.0,0.2,0.0,0,0,0,0,0,99,Low Risk
890682049299,Cold Pressed Orange Juice #998,Beverages,100% freshly pressed oranges,41.7,8.1,1.8,0.1,0.0,0.6,1.6,0,0,0,0,0,99,Low Risk
890631328858,Coconut Water 100% Pure #999,Beverages,pure tender coconut water,16.6,3.7,22.5,0.1,0.0,0.6,1.1,0,0,0,0,0,99,Low Risk
890988211891,Dark Chocolate 85% #1000,Bakery & Confectionery,"cocoa mass, cocoa butter, cane sugar, vanilla beans",616.8,14.8,13.7,27.1,0.0,9.3,11.7,0,0,0,0,0,89,Low Risk
890655159428,Diet Soda with Multiple Sweeteners #1001,Beverages,"carbonated water, aspartame, acesulfame potassium, caramel iv, sodium benzoate, phosphoric acid",1.0,0.0,38.2,0.0,0.0,0.0,0.0,5,1,2,1,0,66,Moderate Risk
890835115498,Adulterated Butter with Animal Fat & Starch #1002,Dairy,"milk fat, animal tallow, starch, yellow dye 5, preservative",665.0,0.5,610.4,52.9,3.99,0.5,0.0,4,1,0,2,1,5,High Risk
890697594912,Diet Soda with Multiple Sweeteners #1003,Beverages,"carbonated water, aspartame, acesulfame potassium, caramel iv, sodium benzoate, phosphoric acid",1.1,0.0,32.9,0.0,0.0,0.0,0.0,5,1,2,1,0,66,Moderate Risk
890373711937,100% Whole Wheat Sourdough #1004,Bakery & Confectionery,"whole wheat flour, water, sourdough culture, sea salt",206.6,1.4,462.3,0.5,0.0,10.5,5.8,0,0,0,0,0,99,Low Risk
890560452553,Processed Nacho Chips #1005,Snacks,"corn, vegetable fat, whey powder, disodium guanylate, artificial cheese flavor, yellow 6 lake",511.3,1.9,939.1,9.1,0.9,6.4,4.2,5,1,0,1,0,54,Moderate Risk
890393597424,Oat & Honey Granola Bar #1006,Bakery & Confectionery,"rolled oats, honey, almonds, crisped rice, sunflower oil, salt",426.0,16.0,195.9,2.3,0.0,9.2,5.2,0,0,0,0,0,99,Low Risk
890281473793,Coconut Water 100% Pure #1007,Beverages,pure tender coconut water,19.3,3.7,26.2,0.1,0.0,0.6,1.1,0,0,0,0,0,99,Low Risk
890278992124,Roasted Chickpeas #1008,Snacks,"chickpeas, olive oil, sea salt",319.5,1.9,304.5,1.4,0.0,17.8,15.4,0,0,0,0,0,99,Low Risk
890371593245,Oat & Honey Granola Bar #1009,Bakery & Confectionery,"rolled oats, honey, almonds, crisped rice, sunflower oil, salt",379.6,14.5,154.5,2.4,0.0,8.3,5.2,0,0,0,0,0,99,Low Risk
890165281510,Greek Plain Yogurt #1010,Dairy,"cultured pasteurized nonfat milk, live active cultures",55.1,3.3,33.8,0.4,0.0,9.1,0.0,0,0,0,0,0,99,Low Risk
890713432034,Extruded Spicy Puffs #1011,Snacks,"corn meal, palm olein, maltodextrin, sunset yellow fcf, tartrazine, tbhq, msg, artificial flavors",486.6,5.0,1278.1,19.5,1.18,4.8,1.6,7,2,0,2,1,5,High Risk
890666689826,Cottage Cheese (Paneer) #1012,Dairy,"pasteurized milk, citric acid",301.8,1.3,24.2,19.9,0.0,19.1,0.0,0,0,0,0,0,93,Low Risk
890501393007,Adulterated Mustard Oil with Argemone #1013,Spices & Condiments,"mustard oil, argemone oil, mineral oil, butter yellow dye",774.8,0.0,4.4,10.5,1.79,0.0,0.0,3,1,0,0,1,12,High Risk
890910914472,Adulterated Low-Cost Paneer #1014,Dairy,"milk solids, vegetable oil, starch, sulfuric acid trace, detergent trace",267.9,4.2,546.7,16.9,2.46,9.6,0.0,4,0,0,2,1,5,High Risk
890105252380,100% Whole Wheat Sourdough #1015,Bakery & Confectionery,"whole wheat flour, water, sourdough culture, sea salt",213.9,1.5,383.6,0.5,0.0,10.6,5.7,0,0,0,0,0,99,Low Risk
890434501127,Greek Plain Yogurt #1016,Dairy,"cultured pasteurized nonfat milk, live active cultures",56.0,4.3,35.8,0.5,0.0,9.8,0.0,0,0,0,0,0,99,Low Risk
890603150144,Oat & Honey Granola Bar #1017,Bakery & Confectionery,"rolled oats, honey, almonds, crisped rice, sunflower oil, salt",391.1,14.5,178.9,2.1,0.0,8.3,5.8,0,0,0,0,0,99,Low Risk
890561146042,Instant Fried Noodles #1018,Snacks,"wheat flour, palm oil, salt, guar gum, flavor enhancer 621, caramel iv, sodium polyphosphate",483.6,2.4,1911.3,11.3,0.57,8.3,2.5,5,1,0,2,0,37,High Risk
890773882519,Adulterated Chilli Powder with Sudan Dye #1019,Spices & Condiments,"red chilli powder, brick powder trace, sudan i dye, salt, mineral oil",300.8,3.9,658.8,4.4,0.0,6.2,15.2,4,1,0,0,1,50,High Risk
890955827228,Diet Soda with Multiple Sweeteners #1020,Beverages,"carbonated water, aspartame, acesulfame potassium, caramel iv, sodium benzoate, phosphoric acid",1.1,0.0,34.1,0.0,0.0,0.0,0.0,5,1,2,1,0,66,Moderate Risk
890550338878,Cold Pressed Orange Juice #1021,Beverages,100% freshly pressed oranges,51.3,8.2,2.0,0.1,0.0,0.7,1.5,0,0,0,0,0,99,Low Risk
890460156602,Adulterated Chilli Powder with Sudan Dye #1022,Spices & Condiments,"red chilli powder, brick powder trace, sudan i dye, salt, mineral oil",321.7,3.9,644.4,3.9,0.0,6.3,13.6,4,1,0,0,1,50,High Risk
890889317994,Pure Red Chilli Powder #1023,Spices & Condiments,100% dried red chillies,304.9,7.6,35.6,3.5,0.0,13.0,27.0,0,0,0,0,0,99,Low Risk
890846970958,Oat & Honey Granola Bar #1024,Bakery & Confectionery,"rolled oats, honey, almonds, crisped rice, sunflower oil, salt",463.1,16.4,188.9,2.3,0.0,8.6,5.2,0,0,0,0,0,99,Low Risk
890113292231,Diet Soda with Multiple Sweeteners #1025,Beverages,"carbonated water, aspartame, acesulfame potassium, caramel iv, sodium benzoate, phosphoric acid",0.9,0.0,37.9,0.0,0.0,0.0,0.0,5,1,2,1,0,66,Moderate Risk
890640378743,Instant Fried Noodles #1026,Snacks,"wheat flour, palm oil, salt, guar gum, flavor enhancer 621, caramel iv, sodium polyphosphate",491.0,2.5,1647.5,10.6,0.43,9.6,2.5,5,1,0,2,0,47,Moderate Risk
890688883431,Cold Pressed Orange Juice #1027,Beverages,100% freshly pressed oranges,43.9,8.9,2.4,0.1,0.0,0.7,1.4,0,0,0,0,0,99,Low Risk
890418611916,Cold Pressed Orange Juice #1028,Beverages,100% freshly pressed oranges,47.9,8.3,2.0,0.1,0.0,0.7,1.4,0,0,0,0,0,99,Low Risk
890464194388,Adulterated Butter with Animal Fat & Starch #1029,Dairy,"milk fat, animal tallow, starch, yellow dye 5, preservative",754.4,0.6,722.1,59.8,3.84,0.5,0.0,4,1,0,2,1,5,High Risk
890397226800,Commercial Tomato Ketchup #1030,Spices & Condiments,"tomato paste, sugar, distilled vinegar, salt, onion powder, sodium benzoate, potassium sorbate, pectin",118.4,25.7,1048.9,0.1,0.0,1.3,1.4,3,0,0,2,0,59,Moderate Risk
890886380313,Whole Cow Milk #1031,Dairy,"milk, vitamin d3",66.6,4.7,38.9,3.5,0.0,3.2,0.0,0,0,0,0,0,99,Low Risk
890890116596,Energy Drink with High Caffeine #1032,Beverages,"carbonated water, sucrose, glucose, taurine, caffeine, inositol, niacinamide, pyridoxine, color e133, sodium benzoate",44.7,11.9,88.7,0.0,0.0,0.4,0.0,6,1,0,2,0,67,Moderate Risk
890406232448,Commercial Tomato Ketchup #1033,Spices & Condiments,"tomato paste, sugar, distilled vinegar, salt, onion powder, sodium benzoate, potassium sorbate, pectin",131.2,22.3,908.1,0.1,0.0,1.5,1.5,3,0,0,2,0,63,Moderate Risk
890832727433,Baked Whole Grain Crackers #1034,Snacks,"whole wheat flour, canola oil, sea salt, malt extract",434.6,2.6,433.5,1.7,0.0,9.1,7.1,0,0,0,0,0,99,Low Risk
890282205869,Oat & Honey Granola Bar #1035,Bakery & Confectionery,"rolled oats, honey, almonds, crisped rice, sunflower oil, salt",437.9,15.0,191.0,2.6,0.0,8.3,5.6,0,0,0,0,0,99,Low Risk
890595816446,Whole Cow Milk #1036,Dairy,"milk, vitamin d3",70.4,5.2,50.3,3.8,0.0,3.2,0.0,0,0,0,0,0,99,Low Risk
890628503096,Cold Pressed Orange Juice #1037,Beverages,100% freshly pressed oranges,49.6,9.6,2.0,0.1,0.0,0.7,1.4,0,0,0,0,0,99,Low Risk
890720548843,100% Whole Wheat Sourdough #1038,Bakery & Confectionery,"whole wheat flour, water, sourdough culture, sea salt",267.5,1.3,426.6,0.5,0.0,11.2,5.8,0,0,0,0,0,99,Low Risk
890366884295,Extruded Spicy Puffs #1039,Snacks,"corn meal, palm olein, maltodextrin, sunset yellow fcf, tartrazine, tbhq, msg, artificial flavors",605.3,4.6,1446.4,15.8,1.3,5.3,1.6,7,2,0,2,1,5,High Risk
890256414168,Pure Green Tea Bag #1040,Beverages,100% organic green tea leaves,1.1,0.0,1.0,0.0,0.0,0.2,0.0,0,0,0,0,0,99,Low Risk
890970163755,Pure Green Tea Bag #1041,Beverages,100% organic green tea leaves,1.1,0.0,1.0,0.0,0.0,0.2,0.0,0,0,0,0,0,99,Low Risk
890415306902,Adulterated Chilli Powder with Sudan Dye #1042,Spices & Condiments,"red chilli powder, brick powder trace, sudan i dye, salt, mineral oil",268.8,4.5,704.1,4.2,0.0,6.6,12.8,4,1,0,0,1,49,High Risk
890296263098,Adulterated Low-Cost Paneer #1043,Dairy,"milk solids, vegetable oil, starch, sulfuric acid trace, detergent trace",301.6,3.9,545.5,18.1,2.62,8.6,0.0,4,0,0,2,1,5,High Risk
890819480152,Greek Plain Yogurt #1044,Dairy,"cultured pasteurized nonfat milk, live active cultures",60.8,4.2,31.8,0.4,0.0,10.8,0.0,0,0,0,0,0,99,Low Risk
890610667273,Low-Cost Synthetic Fruit Drink #1045,Beverages,"water, invert sugar syrup, metanil yellow, citric acid, clouding agent, artificial mango flavor, potassium metabisulphite",58.1,14.7,51.2,0.0,0.0,0.0,0.0,6,2,0,2,1,19,High Risk
890653208488,Cream-Filled Sandwich Cookies #1046,Bakery & Confectionery,"refined wheat flour, sugar, hydrogenated palm oil, cocoa, high fructose corn syrup, soy lecithin, vanillin, artificial chocolate flavor, tbhq",505.2,45.1,369.0,11.1,1.92,4.1,2.0,5,0,0,2,1,5,High Risk
890904734330,Dark Chocolate 85% #1047,Bakery & Confectionery,"cocoa mass, cocoa butter, cane sugar, vanilla beans",565.0,15.6,17.9,24.1,0.0,8.3,11.1,0,0,0,0,0,89,Low Risk
890925173311,100% Whole Wheat Sourdough #1048,Bakery & Confectionery,"whole wheat flour, water, sourdough culture, sea salt",206.5,1.6,488.9,0.6,0.0,11.5,6.4,0,0,0,0,0,99,Low Risk
890168974012,Commercial Potato Crisps #1049,Snacks,"potatoes, palm oil, salt, monosodium glutamate, flavor enhancer 635, dextrose",580.2,0.9,673.2,10.7,0.56,6.2,3.2,4,0,0,1,0,70,Moderate Risk
890925700948,Low-Cost Synthetic Fruit Drink #1050,Beverages,"water, invert sugar syrup, metanil yellow, citric acid, clouding agent, artificial mango flavor, potassium metabisulphite",54.3,13.9,43.0,0.0,0.0,0.0,0.0,6,2,0,2,1,20,High Risk
